gene	chr	tx_start	tx_end	strand
CCDC63	12	111284811	111345338	+
CCDC64	12	120427648	120532299	+
CCDC64B	16	3077869	3085542	-
CCDC65	12	49297893	49315358	+
CCDC66	3	56591184	56655846	+
CCDC67	11	93063883	93171634	+
CCDC68	18	52568742	52626739	-
CCDC69	5	150560614	150603654	-
CCDC7	10	32735041	32863490	+
CCDC70	13	52436117	52440371	+
CCDC71	3	49199969	49203785	-
CCDC72	3	48481686	48485537	+
CCDC73	11	32623627	32816187	-
CCDC74A	2	132285492	132291237	+
CCDC74B	2	130896862	130902631	-
CCDC75	2	37311594	37323736	+
CCDC76	1	100598706	100616053	+
CCDC77	12	498516	551804	+
CCDC78	16	772583	776473	-
CCDC79	16	66788880	66835523	-
CCDC8	19	46913587	46916919	-
CCDC80	3	112323411	112359977	-
CCDC81	11	86085778	86134150	+
CCDC82	11	96085930	96123083	-
CCDC83	11	85566144	85631051	+
CCDC84	11	118868852	118886454	+
CCDC85A	2	56411258	56613308	+
CCDC85B	11	65657875	65659105	+
CCDC85C	14	99977604	100070727	-
CCDC86	11	60609429	60618561	+
CCDC87	11	66357641	66360554	-
CCDC88A	2	55514978	55647057	-
CCDC88B	11	64107690	64125005	+
CCDC88C	14	91737669	91884133	-
CCDC89	11	85394893	85397320	-
CCDC9	19	47759731	47775208	+
CCDC90A	6	13791021	13814789	-
CCDC90B	11	82972506	82997377	-
CCDC91	12	28410133	28703098	+
CCDC92	12	124420955	124457163	-
CCDC93	2	118673149	118771697	-
CCDC94	19	4247111	4269083	+
CCDC96	4	7042576	7044728	-
CCDC97	19	41816094	41830787	+
CCDC99	5	169010638	169031779	+
CCHCR1	6	31110217	31126015	-
CCIN	9	36169389	36171329	+
CCK	3	42299318	42307662	-
CCKAR	4	26483018	26492042	-
CCKBR	11	6280966	6293355	+
CCL1	17	32687399	32690252	-
CCL11	17	32612687	32615199	+
CCL13	17	32683471	32685628	+
CCL14	17	34310692	34313764	-
CCL15	17	34324664	34329100	-
CCL16	17	34303536	34308523	-
CCL17	16	57438679	57449974	+
CCL18	17	34391643	34398840	+
CCL19	9	34689569	34691274	-
CCL2	17	32582296	32584218	+
CCL20	2	228678558	228682280	+
CCL21	9	34709004	34710147	-
CCL22	16	57392718	57400099	+
CCL23	17	34340097	34345005	-
CCL24	7	75441116	75443033	-
CCL25	19	8117934	8127546	+
CCL26	7	75398842	75419064	-
CCL27	9	34661893	34662689	-
CCL28	5	43381601	43412488	-
CCL3	17	34415605	34417506	-
CCL3L1	17	34522268	34625730	-
CCL3L3	17	34522268	34625721	-
CCL4	17	34431220	34433014	+
CCL4L1	17	34538468	34641838	+
CCL4L2	17	34538468	34641838	+
CCL5	17	34198498	34207377	-
CCL7	17	32597240	32599255	+
CCL8	17	32646066	32648419	+
CCM2	7	45039787	45116068	+
CCNA1	13	37005967	37017018	+
CCNA2	4	122737600	122745088	-
CCNB1	5	68462913	68474066	+
CCNB1IP1	14	20779530	20801457	-
CCNB2	15	59397320	59417243	+
CCNB3	23	50027540	50094909	+
CCNC	6	99990264	100016690	-
CCND1	11	69455873	69469241	+
CCND2	12	4382902	4414521	+
CCND3	6	41902672	42016610	-
CCNDBP1	15	43477466	43488228	+
CCNE1	19	30302901	30315218	+
CCNE2	8	95892456	95907482	-
CCNF	16	2479395	2508859	+
CCNG1	5	162864577	162872020	+
CCNG2	4	78078357	78091210	+
CCNH	5	86690083	86708836	-
CCNI	4	77969179	77997125	-
CCNI2	5	132083137	132089856	+
CCNJ	10	97803159	97820623	+
CCNJL	5	159678671	159739573	-
CCNK	14	99947739	99977851	+
CCNL1	3	156865588	156878482	-
CCNL2	1	1321091	1334718	-
CCNO	5	54526983	54529508	-
CCNT1	12	49086752	49110781	-
CCNT2	2	135676393	135714584	+
CCNY	10	35535953	35860845	+
CCNYL1	2	208576264	208620894	+
CCPG1	15	55647438	55700574	-
CCR1	3	46243200	46249832	-
CCR10	17	40831422	40833845	-
CCR2	3	46395235	46402412	+
CCR3	3	46283872	46308196	+
CCR4	3	32993066	32996403	+
CCR5	3	46411633	46417690	+
CCR6	6	167525295	167552627	+
CCR7	17	38710023	38721724	-
CCR8	3	39371197	39375171	+
CCR9	3	45928019	45944667	+
CCRL1	3	132316094	132321380	+
CCRL2	3	46448721	46451013	+
CCRN4L	4	139936943	139967091	+
CCS	11	66360690	66373489	+
CCT2	12	69979208	69995357	+
CCT3	1	156278752	156308195	-
CCT4	2	62095263	62115791	-
CCT5	5	10250282	10266500	+
CCT6A	7	56119378	56131682	+
CCT6B	17	33254940	33288506	-
CCT7	2	73461364	73480149	+
CCT8	21	30428650	30446010	-
CCT8L2	22	17071648	17073700	-
CD101	1	117544382	117579166	+
CD109	6	74405508	74538040	+
CD14	5	140011313	140013286	-
CD151	11	832952	838834	+
CD160	1	145695798	145715565	-
CD163	12	7623412	7656414	-
CD163L1	12	7507559	7596749	-
CD164	6	109687718	109703762	-
CD164L2	1	27705597	27709805	-
CD177	19	43857825	43867479	+
CD180	5	66478104	66492617	-
CD19	16	28943260	28950667	+
CD1A	1	158223927	158228056	+
CD1B	1	158297742	158301321	-
CD1C	1	158259563	158264563	+
CD1D	1	158149737	158156214	+
CD1E	1	158323486	158327341	+
CD2	1	117297086	117311850	+
CD200	3	112051916	112081656	+
CD200R1	3	112641532	112693937	-
CD200R1L	3	112534556	112564797	-
CD207	2	71057348	71062953	-
CD209	19	7804881	7812464	-
CD22	19	35820072	35838262	+
CD226	18	67530195	67624232	-
CD24	24	21152526	21154705	-
CD244	1	160799951	160832692	-
CD247	1	167399878	167487847	-
CD248	11	66081958	66084515	-
CD27	12	6554051	6560883	+
CD274	9	5450503	5470566	+
CD276	15	73976622	74006859	+
CD28	2	204571198	204602556	+
CD2AP	6	47445525	47594994	+
CD2BP2	16	30362088	30366682	-
CD300A	17	72462522	72480931	+
CD300C	17	72537247	72542282	-
CD300E	17	72608712	72619801	-
CD300LB	17	72517313	72527613	-
CD300LD	17	72576111	72588370	-
CD300LF	17	72690453	72709108	-
CD300LG	17	41924516	41940996	+
CD302	2	160625141	160654766	-
CD320	19	8367011	8373240	-
CD33	19	51728335	51743274	+
CD34	1	208059883	208084683	-
CD36	7	80231504	80308592	+
CD37	19	49838677	49843859	+
CD38	4	15779931	15850706	+
CD3D	11	118209789	118213459	-
CD3E	11	118175295	118186889	+
CD3EAP	19	45909467	45914024	+
CD3G	11	118215059	118224497	+
CD4	12	6898651	6929976	+
CD40	20	44746906	44758384	+
CD40LG	23	135730336	135742548	+
CD44	11	35160417	35253946	+
CD46	1	207925402	207968857	+
CD47	3	107761941	107809935	-
CD48	1	160648538	160681585	-
CD5	11	60869930	60895321	+
CD52	1	26644411	26647013	+
CD53	1	111413821	111442557	+
CD55	1	207494817	207534309	+
CD58	1	117057157	117113715	-
CD59	11	33724558	33758025	-
CD5L	1	157800706	157811634	-
CD6	11	60739115	60787846	+
CD63	12	56119231	56122910	-
CD68	17	7482805	7485428	+
CD69	12	9905084	9913497	-
CD7	17	80272746	80275480	-
CD70	19	6585851	6591163	-
CD72	9	35609976	35618424	-
CD74	5	149781201	149792332	-
CD79A	19	42381190	42385438	+
CD79B	17	62006098	62009704	-
CD80	3	119243142	119278481	-
CD81	11	2398547	2418649	+
CD82	11	44587141	44641313	+
CD83	6	14117865	14137146	+
CD84	1	160510885	160549306	-
CD86	3	121774221	121839982	+
CD8A	2	87011729	87035519	-
CD8B	2	87042462	87089047	-
CD9	12	6309555	6347427	+
CD93	20	23059994	23066977	-
CD96	3	111260926	111371205	+
CD97	19	14492213	14519533	+
CD99	24	2559228	2609348	+
CD99L2	23	149934810	150067289	-
CDA	1	20915444	20945398	+
CDADC1	13	49822047	49867620	+
CDAN1	15	43015762	43029417	-
CDC123	10	12237961	12292587	+
CDC14A	1	100818023	100985832	+
CDC14B	9	99262397	99382112	-
CDC16	13	115000362	115038150	+
CDC20	1	43824626	43828871	+
CDC20B	5	54408799	54469005	-
CDC23	5	137523341	137549032	-
CDC25A	3	48198668	48229801	-
CDC25B	20	3776401	3786759	+
CDC25C	5	137620959	137667516	-
CDC26	9	116029290	116037869	-
CDC27	17	45195313	45266665	-
CDC34	19	531733	542086	+
CDC37	19	10501809	10514271	-
CDC37L1	9	4679566	4706593	+
CDC40	6	110501624	110553420	+
CDC42	1	22379120	22419435	+
CDC42BPA	1	227177567	227505826	-
CDC42BPB	14	103398716	103523742	-
CDC42BPG	11	64591664	64612041	-
CDC42EP1	22	37956471	37965408	+
CDC42EP2	11	65082331	65089899	+
CDC42EP3	2	37870743	37899326	-
CDC42EP4	17	71279764	71308143	-
CDC42EP5	19	54976210	54984422	-
CDC42SE1	1	151023449	151032125	-
CDC42SE2	5	130599702	130730380	+
CDC45	22	19467414	19508134	+
CDC5L	6	44355302	44414779	+
CDC6	17	38444146	38459413	+
CDC7	1	91966404	91991320	+
CDC73	1	193091088	193223940	+
CDCA2	8	25316513	25365425	+
CDCA3	12	6957972	6960456	-
CDCA4	14	105475910	105487425	-
CDCA5	11	64844927	64851615	-
CDCA7	2	174219561	174233718	+
CDCA7L	7	21940518	21985542	-
CDCA8	1	38158159	38175389	+
CDCP1	3	45123770	45187914	-
CDCP2	1	54604668	54619443	-
CDH1	16	68771195	68869444	+
CDH10	5	24487210	24644911	-
CDH11	16	64980685	65155919	-
CDH12	5	21750973	22853731	-
CDH13	16	82660578	83830197	+
CDH15	16	89238163	89261899	+
CDH16	16	66942026	66952766	-
CDH17	8	95139394	95229531	-
CDH18	5	19473157	19988353	-
CDH19	18	64171321	64271216	-
CDH2	18	25530930	25757445	-
CDH20	18	59157775	59222365	+
CDH22	20	44802376	44880334	-
CDH23	10	73156691	73575702	+
CDH24	14	23516271	23526747	-
CDH26	20	58533471	58588167	+
CDH3	16	68678151	68732957	+
CDH4	20	59827559	60512299	+
CDH5	16	66400525	66438688	+
CDH6	5	31193796	31325237	+
CDH7	18	63417488	63548174	+
CDH8	16	61687235	62070036	-
CDH9	5	26880709	27038689	-
CDHR1	10	85954412	85979374	+
CDHR2	5	175969512	176022769	+
CDHR3	7	105603657	105676876	+
CDHR4	3	49828175	49837254	-
CDHR5	11	616565	625067	-
CDIPT	16	29869679	29874578	-
CDK1	10	62538089	62554604	+
CDK10	16	89753076	89762771	+
CDK11A	1	1634172	1655791	-
CDK11B	1	1571100	1655775	-
CDK12	17	37617739	37690799	+
CDK13	7	39989959	40136731	+
CDK14	7	90338712	90839904	+
CDK15	2	202671198	202758263	+
CDK16	23	47077528	47089392	+
CDK17	12	96672042	96794305	-
CDK18	1	205473684	205501920	+
CDK19	6	110931181	111136412	-
CDK2	12	56360556	56366567	+
CDK20	9	90581361	90589695	-
CDK2AP1	12	123745542	123756687	-
CDK2AP2	11	67273969	67276102	-
CDK3	17	73996987	74002081	+
CDK4	12	58142005	58146164	-
CDK5	7	150750899	150755052	-
CDK5R1	17	30814105	30818270	+
CDK5R2	2	219824398	219826876	+
CDK5RAP1	20	31946647	31989337	-
CDK5RAP2	9	123151148	123342437	-
CDK5RAP3	17	46048429	46059146	+
CDK6	7	92234237	92465941	-
CDK7	5	68530622	68573256	+
CDK8	13	26828756	26978569	+
CDK9	9	130548305	130553052	+
CDKAL1	6	20534688	21232632	+
CDKL1	14	50796721	50862617	-
CDKL2	4	76501705	76555721	-
CDKL3	5	133634116	133702765	-
CDKL4	2	39405690	39456673	-
CDKL5	23	18443725	18671747	+
CDKN1A	6	36646459	36655108	+
CDKN1B	12	12870302	12875305	+
CDKN1C	11	2904450	2906995	-
CDKN2A	9	21967752	21994490	-
CDKN2AIP	4	184365789	184369049	+
CDKN2AIPNL	5	133737758	133747598	-
CDKN2B	9	22002906	22009312	-
CDKN2C	1	51434367	51440307	+
CDKN2D	19	10677139	10679655	-
CDKN3	14	54863673	54886932	+
CDNF	10	14861251	14879983	-
CDO1	5	115140432	115152405	-
CDON	11	125826715	125933187	-
CDR1	23	139865425	139866723	-
CDR2	16	22357259	22385938	-
CDR2L	17	72983727	73001889	+
CDRT1	17	15491978	15523018	-
CDRT15	17	14139175	14140150	-
CDRT4	17	15339338	15370925	-
CDS1	4	85504057	85572492	+
CDS2	20	5107482	5171987	+
CDSN	6	31082870	31088223	-
CDT1	16	88870186	88875665	+
CDV3	3	133292434	133309116	+
CDX1	5	149546344	149564120	+
CDX2	13	28536279	28543317	-
CDX4	23	72667090	72674420	+
CDY1	24	26191379	27771046	+/-
CDY1B	24	26191379	27771046	+/-
CDY2A	24	19990142	20139625	+/-
CDY2B	24	19990140	20139627	+/-
CDYL	6	4776680	4955777	+
CDYL2	16	80637678	80838175	-
CEACAM1	19	43011459	43032661	-
CEACAM16	19	45202421	45213984	+
CEACAM18	19	51979838	51986611	+
CEACAM19	19	45174724	45187625	+
CEACAM20	19	45010211	45033548	-
CEACAM21	19	42082531	42093196	+
CEACAM3	19	42300534	42315591	+
CEACAM4	19	42125344	42133442	-
CEACAM5	19	42212530	42234436	+
CEACAM6	19	42259398	42276113	+
CEACAM7	19	42177235	42192096	-
CEACAM8	19	43084395	43099082	-
CEBPA	19	33790842	33793430	-
CEBPB	20	48807376	48809212	+
CEBPD	8	48649476	48650726	-
CEBPE	14	23586515	23588474	-
CEBPG	19	33864609	33873591	+
CEBPZ	2	37428778	37458740	-
CECR1	22	17660192	17690779	-
CECR2	22	17956628	18033845	+
CECR5	22	17618411	17646177	-
CECR6	22	17597189	17602257	-
CEL	9	135937365	135947248	+
CELA1	12	51722227	51740463	-
CELA2A	1	15783223	15798585	+
CELA2B	1	15802596	15817894	+
CELA3A	1	22328149	22339033	+
CELA3B	1	22303418	22315845	+
CELF1	11	47487491	47574792	-
CELF2	10	11047259	11378670	+
CELF3	1	151672536	151689290	-
CELF4	18	34823008	35146000	-
CELF5	19	3224701	3297071	+
CELF6	15	72577068	72612525	-
CELSR1	22	46756731	46933067	-
CELSR2	1	109792641	109818377	+
CELSR3	3	48673902	48700348	-
CEMP1	16	2580036	2581419	-
CEND1	11	787110	790126	-
CENPA	2	27008882	27017453	+
CENPB	20	3764500	3767337	-
CENPBD1	16	90036202	90038942	-
CENPC1	4	68337989	68411256	-
CENPE	4	104026963	104119566	-
CENPF	1	214776532	214837912	+
CENPH	5	68485375	68506183	+
CENPI	23	100354798	100417976	+
CENPJ	13	25456414	25497085	-
CENPK	5	64813594	64858995	-
CENPL	1	173768691	173793777	-
CENPM	22	42334749	42343148	-
CENPN	16	81040103	81066707	+
CENPO	2	25016333	25042784	+
CENPP	9	95087741	95377435	+
CENPQ	6	49431096	49460820	+
CENPT	16	67862064	67881361	-
CENPV	17	16245849	16256812	-
CENPW	6	126661253	126669753	+
CEP110	9	123850574	123939886	+
CEP120	5	122680580	122759286	-
CEP135	4	56815037	56899526	+
CEP152	15	49030349	49103184	-
CEP164	11	117198571	117283980	+
CEP170	1	243287731	243418708	-
CEP192	18	12991361	13125049	+
CEP250	20	34043223	34099802	+
CEP290	12	88442791	88535993	-
CEP350	1	179923908	180084014	+
CEP55	10	95256369	95288847	+
CEP57	11	95523642	95565854	+
CEP63	3	134204575	134293852	+
CEP68	2	65283495	65314141	+
CEP70	3	138213189	138313129	-
CEP72	5	612405	653664	+
CEP76	18	12672632	12702703	-
CEP78	9	80850991	80881982	+
CEP97	3	101443494	101486181	+
CEPT1	1	111682249	111727724	+
CER1	9	14719734	14722715	-
CERCAM	9	131182759	131199627	+
CERK	22	47080308	47134152	-
CERKL	2	182401402	182521834	-
CES1	16	55836766	55867075	-
CES2	16	66968347	66978992	+
CES3	16	66995132	67009051	+
CES7	16	55880066	55989943	-
CES8	16	67022492	67043657	+
CETN1	18	580369	581524	+
CETN2	23	151995873	151999301	-
CETN3	5	89689531	89705603	-
CETP	16	56995835	57017756	+
CFB	6	31913721	31919860	+
CFC1	2	131278836	131357082	+/-
CFC1B	2	131278667	131357251	+/-
CFD	19	859665	863608	+
CFDP1	16	75327609	75467387	-
CFH	1	196621008	196716631	+
CFHR1	1	196788861	196801316	+
CFHR2	1	196912934	196928356	+
CFHR3	1	196743930	196763203	+
CFHR4	1	196857212	196887762	+
CFHR5	1	196946667	196978801	+
CFI	4	110661850	110723335	-
CFL1	11	65622287	65625804	-
CFL2	14	35179588	35184029	-
CFLAR	2	201980816	202029001	+
CFP	23	47483613	47489704	-
CFTR	7	117120017	117308716	+
CGA	6	87795222	87804824	-
CGB	19	49526127	49527593	-
CGB1	19	49538827	49540191	-
CGB2	19	49535130	49536494	+
CGB5	19	49547102	49548567	+
CGB7	19	49557532	49558997	-
CGB8	19	49550896	49552368	-
CGGBP1	3	88101106	88108146	-
CGN	1	151483862	151511165	+
CGNL1	15	57668705	57842920	+
CGREF1	2	27322222	27341995	-
CGRRF1	14	54976587	55005332	+
CH25H	10	90965696	90967071	-
CHAC1	15	41245636	41248717	+
CHAC2	2	53994929	54002287	+
CHAD	17	48541854	48546227	-
CHADL	22	41625515	41636935	-
CHAF1A	19	4402660	4443393	+
CHAF1B	21	37757689	37789124	+
CHAT	10	50817141	50873150	+
CHCHD1	10	75541808	75543405	+
CHCHD10	22	24108022	24110141	-
CHCHD2	7	56169268	56174187	-
CHCHD3	7	132469624	132766828	-
CHCHD4	3	14153578	14166371	-
CHCHD5	2	113342036	113346617	+
CHCHD6	3	126423118	126679244	+
CHCHD7	8	57124315	57131174	+
CHCHD8	11	73583714	73587890	-
CHD1	5	98190909	98262238	-
CHD1L	1	146714291	146767441	+
CHD2	15	93443551	93571236	+
CHD3	17	7788123	7816075	+
CHD4	12	6679249	6716551	-
CHD5	1	6161853	6240183	-
CHD6	20	40031170	40247133	-
CHD7	8	61591339	61779463	+
CHD8	14	21853354	21905457	-
CHD9	16	53088945	53361413	+
CHDH	3	53850388	53880419	-
CHEK1	11	125495036	125546148	+
CHEK2	22	29083731	29137822	-
CHERP	19	16628700	16653263	-
CHFR	12	133416938	133464204	-
CHGA	14	93389445	93401636	+
CHGB	20	5891974	5906003	+
CHI3L1	1	203148059	203155922	-
CHI3L2	1	111770281	111786060	+
CHIA	1	111833484	111863184	+
CHIC1	23	72782984	72906935	+
CHIC2	4	54875958	54930788	-
CHID1	11	867860	915058	-
CHIT1	1	203185207	203198860	-
CHKA	11	67820328	67888858	-
CHKB	22	51017387	51021428	-
CHL1	3	238650	451095	+
CHM	23	85116186	85302566	-
CHML	1	241792169	241799232	-
CHMP1A	16	89710846	89724129	-
CHMP1B	18	11851389	11854447	+
CHMP2A	19	59062934	59066486	-
CHMP2B	3	87276413	87304697	+
CHMP4A	14	24678789	24683185	-
CHMP4B	20	32399110	32442173	+
CHMP4C	8	82644688	82671746	+
CHMP5	9	33264877	33281514	+
CHMP6	17	78965641	78973932	+
CHMP7	8	23101150	23119512	+
CHN1	2	175664042	175870170	-
CHN2	7	29234121	29553943	+
CHODL	21	19617150	19639685	+
CHORDC1	11	89933597	89956532	-
CHP	15	41523437	41574081	+
CHP2	16	23765948	23770256	+
CHPF	2	220403670	220408487	-
CHPF2	7	150929585	150935905	+
CHPT1	12	102091417	102122845	+
CHRAC1	8	141521401	141527252	+
CHRD	3	184097861	184107619	+
CHRDL1	23	109917085	110039286	-
CHRDL2	11	74407475	74442186	-
CHRFAM7A	15	30653443	30685864	-
CHRM1	11	62676152	62689012	-
CHRM2	7	136553399	136701771	+
CHRM3	1	239792373	240072715	+
CHRM4	11	46406640	46408107	-
CHRM5	15	34261089	34357287	+
CHRNA1	2	175612323	175629200	-
CHRNA10	11	3686818	3692614	-
CHRNA2	8	27317279	27336813	-
CHRNA3	15	78885397	78913637	-
CHRNA4	20	61974665	61992695	-
CHRNA5	15	78857906	78886458	+
CHRNA6	8	42607782	42623619	-
CHRNA7	15	32322726	32461233	+
CHRNA9	4	40337469	40356973	+
CHRNB1	17	7348406	7360931	+
CHRNB2	1	154540257	154552351	+
CHRNB3	8	42552562	42592209	+
CHRNB4	15	78916636	78933587	-
CHRND	2	233390922	233400204	+
CHRNE	17	4801064	4806369	-
CHRNG	2	233404437	233411038	+
CHST1	11	45670427	45687172	-
CHST10	2	101008323	101034091	-
CHST11	12	104850692	105155783	+
CHST12	7	2443259	2474214	+
CHST13	3	126243176	126262133	+
CHST14	15	40763160	40765355	+
CHST15	10	125767186	125806241	-
CHST2	3	142838668	142841810	+
CHST3	10	73724120	73773321	+
CHST4	16	71560023	71572491	+
CHST5	16	75562430	75569068	-
CHST6	16	75507023	75528926	-
CHST7	23	46433192	46457837	+
CHST8	19	34112861	34264413	+
CHST9	18	24495597	24765289	-
CHSY1	15	101715929	101792137	-
CHSY3	5	129240523	129522326	+
CHTF18	16	838622	848072	+
CHTF8	16	69151912	69166493	-
CHUK	10	101948125	101989344	-
CHURC1	14	65381140	65401913	+
CIAO1	2	96931884	96939892	+
CIAPIN1	16	57462087	57481369	-
CIB1	15	90773478	90777279	-
CIB2	15	78396991	78423878	-
CIB3	19	16272180	16284286	-
CIB4	2	26804074	26864211	-
CIC	19	42788817	42799949	+
CIDEA	18	12254318	12277592	+
CIDEB	14	24774395	24780576	-
CIDEC	3	9908399	9920740	-
CIITA	16	10971055	11018839	+
CILP	15	65488337	65503840	-
CILP2	19	19649074	19657466	+
CINP	14	102814621	102829253	-
CIR1	2	175212880	175260443	-
CIRBP	19	1269267	1273169	+
CIRH1A	16	69166499	69202936	+
CISD1	10	60028895	60049018	+
CISD2	4	103790135	103809913	+
CISD3	17	36886510	36891858	+
CISH	3	50643886	50649262	-
CIT	12	120123598	120315092	-
CITED1	23	71521490	71527037	-
CITED2	6	139693397	139695785	-
CITED4	1	41326729	41328018	-
CIZ1	9	130928345	130966662	-
CKAP2	13	53029495	53050763	+
CKAP2L	2	113495444	113522254	-
CKAP4	12	106631660	106641713	-
CKAP5	11	46765084	46867843	-
CKB	14	103985996	103989170	-
CKLF	16	66586466	66600154	+
CKM	19	45809672	45826134	-
CKMT1A	15	43985084	43991419	+
CKMT1B	15	43885252	43891603	+
CKMT2	5	80529139	80562216	+
CKS1B	1	154947118	154951724	+
CKS2	9	91926113	91931617	+
CLASP1	2	122095354	122407052	-
CLASP2	3	33537741	33759848	-
CLC	19	40221896	40228668	-
CLCA1	1	86934526	86965972	+
CLCA2	1	86889769	86922238	+
CLCA4	1	87012759	87046430	+
CLCC1	1	109472130	109506111	-
CLCF1	11	67131641	67141648	-
CLCN1	7	143013219	143049097	+
CLCN2	3	184063977	184079391	-
CLCN3	4	170541722	170642156	+
CLCN4	23	10124985	10205697	+
CLCN5	23	49687225	49863892	+
CLCN6	1	11866207	11903200	+
CLCN7	16	1494935	1525085	-
CLCNKA	1	16348486	16360544	+
CLCNKB	1	16370247	16383802	+
CLDN1	3	190023491	190040235	-
CLDN10	13	96085853	96232010	+
CLDN11	3	170136653	170152478	+
CLDN12	7	90032712	90045266	+
CLDN14	21	37832920	37948867	-
CLDN15	7	100875374	100882101	-
CLDN16	3	190105661	190129931	+
CLDN17	21	31538241	31538971	-
CLDN18	3	137717658	137752494	+
CLDN19	1	43198764	43205925	-
CLDN2	23	106143394	106174091	+
CLDN20	6	155585147	155597681	+
CLDN22	4	184239220	184241927	-
CLDN23	8	8559666	8561616	+
CLDN24	4	184242919	184243579	-
CLDN25	11	113650518	113651207	+
CLDN3	7	73183328	73184600	-
CLDN4	7	73245193	73247014	+
CLDN5	22	19510547	19512860	-
CLDN6	16	3064714	3068188	-
CLDN7	17	7163223	7166512	-
CLDN8	21	31586325	31588469	-
CLDN9	16	3062457	3064506	+
CLDND1	3	98234318	98241910	-
CLDND2	19	51870352	51872257	-
CLEC10A	17	6977857	6983600	-
CLEC11A	19	51226605	51228979	+
CLEC12A	12	10124008	10138192	+
CLEC12B	12	10163231	10171399	+
CLEC14A	14	38723319	38725574	-
CLEC16A	16	11038345	11276044	+
CLEC17A	19	14693896	14721951	+
CLEC18A	16	69984626	69997887	+
CLEC18B	16	74442531	74455368	-
CLEC18C	16	70207928	70220796	+
CLEC1A	12	10223082	10251605	-
CLEC1B	12	10145664	10151899	-
CLEC2A	12	10065826	10084980	-
CLEC2B	12	10004972	10022458	-
CLEC2D	12	9822309	9852039	+
CLEC2L	7	139208674	139229730	+
CLEC3A	16	78056443	78065997	+
CLEC3B	3	45067759	45077562	+
CLEC4A	12	8276228	8291203	+
CLEC4C	12	7882011	7902069	-
CLEC4D	12	8666136	8674958	+
CLEC4E	12	8685901	8693558	-
CLEC4F	2	71035779	71047732	-
CLEC4G	19	7793844	7797057	-
CLEC4M	19	7828035	7834490	+
CLEC5A	7	141627157	141646783	-
CLEC6A	12	8608591	8630926	+
CLEC7A	12	10269376	10282868	-
CLEC9A	12	10183276	10218564	+
CLECL1	12	9875092	9885860	-
CLGN	4	141309609	141348815	-
CLIC1	6	31698360	31704341	-
CLIC2	23	154505502	154563986	-
CLIC3	9	139889060	139891024	-
CLIC4	1	25071760	25170815	+
CLIC5	6	45866190	46048085	-
CLIC6	21	36041688	36090519	+
CLINT1	5	157213297	157286168	-
CLIP1	12	122755981	122907116	-
CLIP2	7	73703805	73820272	+
CLIP3	19	36505563	36523775	-
CLIP4	2	29338308	29406678	+
CLK1	2	201717732	201729467	-
CLK2	1	155232660	155243281	-
CLK3	15	74900713	74922541	+
CLK4	5	178029665	178054054	-
CLLU1	12	92817735	92824730	+
CLLU1OS	12	92813870	92821924	-
CLMN	14	95648276	95786245	-
CLN3	16	28488601	28503623	-
CLN5	13	77566059	77576651	+
CLN6	15	68499331	68522080	-
CLN8	8	1711870	1734735	+
CLNK	4	10491839	10686386	-
CLNS1A	11	77327197	77348851	-
CLOCK	4	56298660	56412997	-
CLP1	11	57425216	57429336	+
CLPB	11	72003472	72145568	-
CLPP	19	6361463	6368915	+
